Full fund name;Fund ISIN;Fund Manager;Fund size;Market sector;Morningstar category;Asset Class;Sharpe ratio 3 year;Standard deviation;OCF/TER(%);rating;(Current Yr-4);(Current Yr-3);(Current Yr-2);(Current Yr-1);(Current Yr);Fund code;Fund currency;Style;Buy;Sell;AMC(%);Distribution frequency;Distribution yield
F&C European Growth & Income Fund Share Class 2 Acc;GB00B4Q7SF31;F&C (BMO GAM);375;Consumer Cyclical;Europe ex-UK Large-Cap Equity;Europe Equity excl UK;1.33;10.84;0.83;4;38.49;12.87;7.71;3.32;31.31;FCEGA;GBP;Active;0.00 ;0.00 ;0.75;1year;
Legal & General European Index Trust (I) - Inc;GB00B0CNGQ43;Legal & General;2713;Financial Services;Europe ex-UK Large-Cap Equity;Europe Equity excl UK;1.11;11.47;0.12;;30.76;15.58;2.51;2.97;31.31;LGEXI;GBP;Passive;0.00 ;0.00 ;0.07;1year;
CF Canlife Asia Pacific Fund C Acc;GB00B719QW87;Canada Life;114;Financial Services;Asia-Pacific ex-Japan Equity;Asia Pacific Equity excl Japan;0.7;14.11;0.9;;17.52;-0.91;13.41;-12.65;31.38;CNAPA;GBP;Active;0.00 ;0.00 ;0.75;6months;
Henderson Asia Pacific Capital Growth Fund I Acc;GB0007681603;Henderson;202;Technology;Asia-Pacific ex-Japan Equity;Asia Pacific Equity excl Japan;1.02;14.66;0.89;;12.46;4.62;6.61;11.34;31.39;HDAPC;GBP;Active;0.00 ;0.00 ;0.75;1year;
HSBC European Index Fund Inc C;GB00B80QGD89;HSBC;1044;Financial Services;Europe ex-UK Large-Cap Equity;Europe Equity excl UK;1.08;11.7;0.08;;30.20;16.33;2.52;2.93;31.40;HCEII;GBP;Passive;0.00 ;0.00 ;0.03;1year;
BlackRock Asian Special Situations Fund Class D Acc;GB00BJGZZ065;BlackRock;107;Technology;Asia ex Japan Equity;Asia Pacific Equity excl Japan;1.37;14.72;0.95;;;;24.83;7.59;31.44;MCADA;GBP;Active;0.00 ;0.00 ;0.75;6months;
Fidelity Funds - Global Financial Services Fund Y-ACC-Euro;LU0346388704;Fidelity;1015;Financial Services;Sector Equity Financial Services;Global Equity;1.57;10.66;1.06;4;36.30;1.60;18.42;5.02;31.44;YGFS;EUR;Active;0.00 ;0.00 ;0.8;1year;
HSBC European Index Fund Acc C;GB00B80QGH28;HSBC;1044;Financial Services;Europe ex-UK Large-Cap Equity;Europe Equity excl UK;1.08;11.72;0.09;;30.19;16.31;2.53;2.95;31.44;HCEIA;GBP;Passive;0.00 ;0.00 ;0.03;1year;
Fidelity Index Europe ex UK Fund P-Accumulation;GB00BHZK8B07;Fidelity;291;Financial Services;Europe ex-UK Large-Cap Equity;Europe Equity excl UK;1.06;11.72;0.1;;;;1.97;2.66;31.47;PIEFA;GBP;Passive;0.00 ;0.00 ;0.1;1year;
Lazard European Smaller Companies C Acc;GB00B88ZX473;Lazard;317;Industrials;Europe Small-Cap Equity;Europe Equity;1.87;10.83;0.79;;30.70;21.58;17.20;10.37;31.47;LZESA;GBP;Active;0.00 ;0.00 ;0.75;6months;
Fidelity Index Europe ex UK Fund P-Inc;GB00BP8RYD86;Fidelity;281;Financial Services;Europe ex-UK Large-Cap Equity;Europe Equity excl UK;;;0.1;;;;;2.63;31.50;PIEUI;GBP;Passive;0.00 ;0.00 ;0.1;Quarter;
JPM Emerging Markets Fund B - Net Income;GB00B1YX4W10;J.P. Morgan Asset Management;1340;Financial Services;Global Emerging Markets Equity;Emerging Markets Global Equity;0.81;16.25;1.18;4;9.02;-1.32;-1.01;9.18;31.53;SPEEI;GBP;Active;0.00 ;0.00 ;1;1year;
JPMorgan European Investment Trust plc - Income Shares;GB00B17XWW44;J.P. Morgan Asset Management;52;Financial Services;Europe ex-UK Large-Cap Equity;Europe Equity excl UK;1.31;11.51;1.06;4;;24.81;4.26;8.02;31.54;JETIL;GBP;Active;0.50 ;0.00 ;0.75;Quarter;
SLI Global Emerging Mrkt Inc Plat 1 Acc;GB00B8B02G41;Standard Life;479;Technology;Global Emerging Markets Equity;Emerging Markets Global Equity;0.73;16.17;0.99;;;4.72;0.58;2.63;31.54;SLGPA;GBP;Active;0.00 ;0.00 ;0.75;Quarter;
JPM Emerging Markets Fund B - Net Accumulation;GB00B1YX4S73;J.P. Morgan Asset Management;1340;Financial Services;Global Emerging Markets Equity;Emerging Markets Global Equity;0.81;16.26;1.18;;9.04;-1.33;-1.00;9.20;31.56;SPMMA;GBP;Active;0.00 ;0.00 ;1;1year;
Marlborough Emerging Markets Trust P Inc;GB00B7FFMQ86;Marlborough;7;Financial Services;Global Emerging Markets Equity;Emerging Markets Global Equity;0.8;15.63;1.17;;1.34;2.76;2.76;4.12;31.58;MHEMI;GBP;Active;0.00 ;0.00 ;0.75;1year;
Pictet Digital Fund- I dy GBP;LU0448836279;Pictet;1374;Technology;Sector Equity Technology;Global Equity;1.82;12.83;1.21;5;21.46;15.35;20.78;21.71;31.58;PTDCG;GBP;Active;0.00 ;0.00 ;0.8;1year;
Royal London UK Smaller Companies Fund M Acc;GB00B3NQHL55;Royal London;257;Consumer Cyclical;UK Small-Cap Equity;UK Small/Mid Cap Equity;1.12;11.93;0.74;3;29.61;20.28;20.70;-8.86;31.59;ROSMA;GBP;Active;0.00 ;0.00 ;0.7;6months;
SLI Global Emerging Mrkt Inc Plat 1 Inc;GB00B8N1FM23;Standard Life;479;Technology;Global Emerging Markets Equity;Emerging Markets Global Equity;0.73;16.16;0.99;;;4.64;0.29;2.63;31.62;SLGPI;GBP;Active;0.00 ;0.00 ;0.75;Quarter;
M&G Managed Growth Fund I Acc;GB00B7K52D01;M&G;951;Financial Services;;;1.15;10.76;1.04;;9.99;4.84;2.48;4.84;31.64;MGMWA;GBP;Active;0.00 ;0.00 ;0.75;6months;
M&G Managed Growth Fund I Inc;GB00B7GTLH32;M&G;951;Financial Services;;;1.15;10.75;1.04;;9.97;4.85;2.48;4.84;31.64;MGMWI;GBP;Active;0.00 ;0.00 ;0.75;6months;
JOHCM UK Dynamic Fund Y Acc;GB00BDZRJ101;J O Hambro;0;Financial Services;UK Flex-Cap Equity;UK Equity;1.02;10.09;0.73;;;;9.28;-6.11;31.67;JODMA;GBP;Active;0.00 ;0.00 ;0.62;1year;
JOHCM UK Dynamic Fund Y Dist;GB00BDZRJ218;J O Hambro;0;Financial Services;UK Flex-Cap Equity;UK Equity;1.02;10.07;0.73;;;;9.29;-6.16;31.68;JODMD;GBP;Active;0.00 ;0.00 ;0.62;1year;
SLI Global Smaller Companies Plat 1 Acc;GB00B7KVX245;Standard Life;474;Industrials;Global Small-Cap Equity;Global Equity;2.11;9.96;1.06;;27.16;4.52;14.93;13.72;31.68;SLGSC;GBP;Active;0.00 ;0.00 ;0.9;1year;
M&G European Strategic Value Fund I Acc;GB00B28XT308;M&G;2070;Financial Services;Europe Large-Cap Value Equity;Europe Equity;1.14;10.22;0.92;5;28.08;18.59;2.88;1.06;31.68;MGUVA;GBP;Active;0.00 ;0.00 ;0.75;1year;
UBS UK Opportunities Fund Class C Accumulation Shares (Net);GB00B806NQ09;UBS;26;Financial Services;UK Large-Cap Blend Equity;UK Equity;0.83;11.19;1;;20.59;14.98;2.43;-4.66;31.69;UBOCA;GBP;Active;0.00 ;0.00 ;0.75;6months;
F&C Pacific Growth Fund Share Class 2 Acc;GB00B23SF324;F&C (BMO GAM);66;Technology;Asia-Pacific ex-Japan Equity;Asia Pacific Equity excl Japan;1.1;14.63;0.78;;8.95;1.80;13.18;8.74;31.69;FCPGA;GBP;Active;0.00 ;0.00 ;0.75;1year;
iShares Continental European Equity Tracker Fund H Acc;GB00BJL5BS14;BlackRock;3740;Financial Services;Europe ex-UK Large-Cap Equity;Europe Equity excl UK;1.1;11.63;0.1;;;;2.36;3.17;31.69;MCCHA;GBP;Passive;0.00 ;0.00 ;0.08;6months;
M&G European Strategic Value Fund I Inc;GB00B28XT415;M&G;2070;Financial Services;Europe Large-Cap Value Equity;Europe Equity;1.14;10.22;0.92;5;28.07;18.60;2.87;1.07;31.71;MGUVI;GBP;Active;0.00 ;0.00 ;0.75;1year;
JPM Europe Fund C - Net Accumulation;GB00B235HP90;J.P. Morgan Asset Management;201;Financial Services;Europe ex-UK Large-Cap Equity;Europe Equity excl UK;1.23;11.12;0.93;;33.02;19.71;3.16;5.25;31.72;SPEUA;GBP;Active;0.00 ;0.00 ;0.75;1year;
JPM Europe Fund C - Net Income;GB00B235HR15;J.P. Morgan Asset Management;164;Financial Services;Europe ex-UK Large-Cap Equity;Europe Equity excl UK;1.23;11.14;0.93;;33.03;19.64;3.20;5.33;31.73;SPERI;GBP;Active;0.00 ;0.00 ;0.75;1year;
Artemis US Smaller Companies Fund Class I Acc;GB00BMMV5766;Artemis;181;Technology;US Small-Cap Equity;North American Small/Mid Cap Equity;;;0.95;;;;;14.08;31.76;ATUCA;GBP;Active;0.00 ;0.00 ;0.75;1year;
Jupiter Global Emerging Markets Fund I Class Inc;GB00B6QGZ083;Jupiter;110;Technology;Global Emerging Markets Equity;Emerging Markets Global Equity;0.86;17.63;1.22;;11.60;5.63;5.24;7.55;31.81;JUGKI;GBP;Active;0.00 ;0.00 ;0.75;1year;
Jupiter Global Emerging Markets Fund I Class Acc;GB00B4PF5918;Jupiter;120;Technology;Global Emerging Markets Equity;Emerging Markets Global Equity;0.86;17.64;1.22;5;11.64;6.10;5.24;7.53;31.84;JUGKA;GBP;Active;0.00 ;0.00 ;0.75;1year;
SLI UK Smaller Companies Ret Inc;GB00BYQNBS53;Standard Life;1252;Technology;UK Small-Cap Equity;UK Small/Mid Cap Equity;;;1.36;;;;;;31.86;SLUSI;GBP;Active;0.00 ;0.00 ;1.35;1year;
SLI Asian Pacific Growth Plat 1 Acc;GB00B7MZSJ60;Standard Life;53;Technology;Asia-Pacific ex-Japan Equity;Asia Pacific Equity excl Japan;0.8;15.85;1.21;;20.12;10.85;4.75;4.11;31.89;SLPGA;GBP;Active;0.00 ;0.00 ;0.75;1year;
Fidelity Global Special Situations Fund W-Accumulation;GB00B8HT7153;Fidelity;2318;Technology;Global Large-Cap Blend Equity;Global;1.59;11.53;0.95;;30.19;9.74;18.93;7.38;31.91;WGSA;GBP;Active;0.00 ;0.00 ;0.75;1year;
Smith & Williamson Multi-Manager Global Invest Fund B Inc;GB00B89C3K35;Smith & Williamson;20;Financial Services;GBP Flexible Allocation;Mixed Assets - Flexible;1.18;8.08;0.78;;19.47;12.72;5.91;-6.37;32.06;SMGII;GBP;Active;0.00 ;0.00 ;0.65;6months;
Fidelity Asia Fund W-Accumulation (UK);GB00B6Y7NF43;Fidelity;2445;Technology;Asia ex Japan Equity;Asia Pacific Equity excl Japan;1.22;14.78;0.97;;11.24;3.54;15.95;9.27;32.16;WSEA;GBP;Active;0.00 ;0.00 ;0.75;1year;
SLI European Ethical Equity Plat 1 Acc;GB00B3N24788;Standard Life;190;Financial Services;Europe ex-UK Large-Cap Equity;Europe Equity excl UK;1;12.56;0.93;;37.07;14.93;0.43;2.36;32.17;SLEEE;GBP;Active;0.00 ;0.00 ;0.75;6months;
HSBC MSCI China ETF;IE00B44T3H88;HSBC;131;Technology;China Equity;Emerging Markets Regional Equity;0.87;19.61;0.6;3;3.98;0.64;29.94;-10.86;32.19;XHMCN;GBP;Passive;0.00 ;0.00 ;0.6;6months;
SLI European Equity Growth Fund Inc;GB00BYQNB524;Standard Life;97;Financial Services;Europe ex-UK Large-Cap Equity;Europe Equity excl UK;;;1.42;;;;;;32.20;SLEGI;GBP;Active;0.00 ;0.00 ;1.3;1year;
Pictet Japanese Equity Opportunities I GBP;LU0700307720;Pictet;1828;Technology;Japan Large-Cap Equity;Japan Equity;1.25;13.47;0.98;4;25.73;-0.35;18.87;4.63;32.20;PTJOA;GBP;Active;0.00 ;0.00 ;0.6;1year;
Henderson Global Growth I Acc;GB00B68SFJ13;Henderson;504;Technology;Global Large-Cap Growth Equity;Global Equity;1.61;12.02;0.85;;25.87;12.24;22.09;9.85;32.21;HDGEA;GBP;Active;0.00 ;0.00 ;0.75;1year;
UBS UK Equity Income C Inc;GB00B8034464;UBS;19;Financial Services;UK Equity Income;UK Equity Income;0.92;11.24;1;;19.73;12.15;1.46;-0.94;32.22;UBEII;GBP;Active;0.00 ;0.00 ;0.75;Quarter;
JOHCM Japan Fund A GBP Inc;IE0034388797;J O Hambro;423;Industrials;;;1;12.6;0.83;;26.55;-0.71;11.03;-1.73;32.22;JOJPI;GBP;Active;0.00 ;0.00 ;0.75;1year;
Slater Growth Fund P Acc;GB00B7T0G907;Slater Investments;449;Consumer Cyclical;UK Flex-Cap Equity;UK Equity;1.16;11.43;0.8;;12.00;38.55;17.69;-6.03;32.25;SRSPA;GBP;Active;0.00 ;0.00 ;0.75;1year;
Fidelity Funds - European Value Fund Y-ACC-Euro;LU0353646929;Fidelity;114;Financial Services;Europe Large-Cap Value Equity;Europe Equity;0.77;13.12;1.09;;28.76;15.03;1.51;-6.56;32.26;YDAE;EUR;Active;0.00 ;0.00 ;0.8;1year;
UBS UK Equity Income C Acc;GB00B4W58959;UBS;19;Financial Services;UK Equity Income;UK Equity Income;0.92;11.26;1;;19.79;12.14;1.46;-0.96;32.27;UBEIA;GBP;Active;0.00 ;0.00 ;0.75;Quarter;
UBS Global Emerging Markets Equity Fund C Acc;GB00B7L34154;UBS;656;Financial Services;Global Emerging Markets Equity;Emerging Markets Global Equity;1.01;15.92;0.99;;1.58;-3.99;8.81;6.33;32.31;UBGEA;GBP;Active;0.00 ;0.00 ;0.75;6months;
Vanguard US Fundamental Fund Inc;IE00B1L8DW20;Vanguard;23;Financial Services;US Large-Cap Value Equity;North American Equity;1.35;12.17;0.95;3;35.80;7.32;12.72;8.20;32.34;VAUFA;GBP;Active;0.00 ;0.00 ;0.95;1year;
M&G Fund of Invest Trust Shares A Acc;GB0031288680;M&G;38;Technology;Global Flex-Cap Equity;Global Equity;1.3;9.36;1.2;;21.66;11.99;6.51;-0.03;32.37;MGFTA;GBP;Active;0.00 ;0.00 ;1;6months;
M&G Fund of Invest Trust Shares A Inc;GB0031288573;M&G;38;Technology;Global Flex-Cap Equity;Global Equity;1.3;9.37;1.2;;21.67;11.99;6.52;-0.03;32.38;MGFTI;GBP;Active;0.00 ;0.00 ;1;6months;
SLI UK Smaller Companies Plat 1 Acc;GB00B7FBH943;Standard Life;1252;Technology;UK Small-Cap Equity;UK Small/Mid Cap Equity;1.33;11.91;0.99;;31.16;8.01;15.61;1.92;32.47;SLSMC;GBP;Active;0.00 ;0.00 ;0.85;1year;
Threadneedle Pan European Smaller Companies Retail Z Acc;GB00B992G232;Columbia Threadneedle;1823;Industrials;Europe Small-Cap Equity;Europe Equity;1.72;10.4;0.88;;28.71;11.49;13.17;7.86;32.48;THPEA;GBP;Active;0.00 ;0.00 ;0.75;1year;
Schroder ISF Emerging Europe A Distribution GBP;LU0242609179;Schroder;697;Financial Services;Emerging Europe Equity;Emerging Markets Regional Equity;0.66;16.34;1.96;;15.87;-3.41;-17.43;13.72;32.51;SDEME;GBP;Active;0.00 ;0.00 ;1.5;1year;
First State Greater China Growth Fund Class B (Accumulation) GBP;GB0033874321;First State;450;Technology;Greater China Equity;Emerging Markets Regional Equity;0.95;15.84;1.07;;21.67;5.46;17.62;-0.56;32.53;FTCBA;GBP;Active;0.00 ;0.00 ;1;6months;
Invesco Perpetual Global Equity Y Acc;GB00BJ04GX95;Invesco Perpetual;1463;Financial Services;Global Large-Cap Blend Equity;Global Equity;1.11;11.79;0.87;;;;8.72;0.06;32.56;IGEYA;GBP;Active;0.00 ;0.00 ;0.87;1year;
Invesco Perpetual Global Equity Y Inc;GB00BJ04GY03;Invesco Perpetual;1463;Financial Services;Global Large-Cap Blend Equity;Global Equity;1.11;11.78;0.87;;;;8.74;0.06;32.59;IGEYI;GBP;Active;0.00 ;0.00 ;0.87;1year;
Jupiter India Fund I Class Acc;GB00B4TZHH95;Jupiter Asset Management;1027;Financial Services;India Equity;Emerging Markets Regional Equity;1.19;21.5;1.07;;1.08;24.45;24.15;19.40;32.60;JUIDA;GBP;Active;0.00 ;0.00 ;0.75;1year;
The Edinburgh Worldwide Investment Trust plc;GB0002916335;Baillie Gifford;152;Technology;Global Small-Cap Equity;Global Equity;1.34;14.07;0.93;4;;;21.47;-0.28;32.63;EWILL;GBP;Active;0.50 ;0.00 ;0.72;6months;
Jupiter International Financials Fund I Class Acc;GB00B58D9P37;Jupiter;47;Financial Services;Sector Equity Financial Services;Global Equity;1.33;11.62;1.11;;36.13;7.68;13.78;0.27;32.68;JUINF;GBP;Active;0.00 ;0.00 ;0.75;1year;
SLI European Equity Growth Plat 1 Acc;GB00B72RVY84;Standard Life;97;Financial Services;Europe ex-UK Large-Cap Equity;Europe Equity excl UK;1.01;13.13;1;;36.25;10.95;3.78;1.54;32.70;SLEGE;GBP;Active;0.00 ;0.00 ;0.75;1year;
Schroder Global Emerging Markets Fund Z Accumulation;GB00B76V5Q67;Schroder;892;Technology;Global Emerging Markets Equity;Emerging Markets Global Equity;0.84;15.37;1.01;;7.36;2.24;2.79;4.27;32.70;SCGEZ;GBP;Active;0.00 ;0.00 ;0.75;1year;
Standard Life Investments UK Ethical Platform 1 Income;GB00BVFNS394;Standard Life;255;Consumer Cyclical;UK Flex-Cap Equity;UK Equity;;;0.9;;;;;-10.62;32.71;SLUKI;GBP;Active;0.00 ;0.00 ;0.75;1year;
Fidelity Funds - European Smaller Companies Fund Y-ACC-Euro;LU0346388456;Fidelity;913;Consumer Cyclical;Europe Small-Cap Equity;Europe Equity;1.64;10.28;1.06;3;26.83;16.86;5.50;11.03;32.71;YESC;EUR;Active;0.00 ;0.00 ;0.8;1year;
Schroder Global Emerging Markets Fund Z Income;GB00B76V5R74;Schroder;892;Technology;Global Emerging Markets Equity;Emerging Markets Global Equity;0.84;15.37;1.01;;7.35;2.22;2.80;4.26;32.72;SZEMI;GBP;Active;0.00 ;0.00 ;0.75;1year;
Invesco Perpetual Global Smaller Companies Y Acc;GB00BJ04HH03;Invesco Perpetual;704;Industrials;Global Small-Cap Equity;Global Equity;1.61;10.07;0.9;;;;11.66;6.01;32.73;IGSYA;GBP;Active;0.00 ;0.00 ;0.9;1year;
Invesco Perpetual Global Smaller Companies Y Inc;GB00BJ04HJ27;Invesco Perpetual;704;Industrials;Global Small-Cap Equity;Global Equity;1.61;10.07;0.9;;;;11.66;6.01;32.73;IGSYI;GBP;Active;0.00 ;0.00 ;0.9;1year;
SLI UK Ethical P1 Fund Acc;GB00B6Y80X40;Standard Life;255;Consumer Cyclical;UK Flex-Cap Equity;UK Equity;0.9;13.59;0.9;;33.76;12.14;13.87;-10.60;32.74;SLUKE;GBP;Active;0.00 ;0.00 ;0.75;1year;
Baring Europe Select Trust Class I GBP Inc;GB00B7NB1W76;Barings;2031;Industrials;Europe ex-UK Small/Mid-Cap Equity;Europe Equity excl UK;1.94;10.3;0.81;;37.18;15.39;8.93;17.50;32.74;BIESI;GBP;Active;0.00 ;0.00 ;0.75;6months;
Pictet Indian Equities I GBP;LU0859479155;Pictet;237;Financial Services;India Equity;Emerging Markets Regional Equity;1.31;17.29;1.4;;7.67;20.98;24.32;11.76;32.79;PTIIA;GBP;Active;0.00 ;0.00 ;0.8;1year;
Baillie Gifford Global Discovery Fund B Inc;GB0006059223;Baillie Gifford;282;Technology;Global Small-Cap Equity;Global Equity;1.27;14.12;0.78;;42.73;19.31;19.92;0.07;32.82;BFGDI;GBP;Active;0.00 ;0.00 ;0.75;1year;
Baillie Gifford Global Discovery Fund B Acc;GB0006059330;Baillie Gifford;282;Technology;Global Small-Cap Equity;Global Equity;1.28;14.02;0.78;;42.67;19.36;19.31;0.54;32.84;BFGDA;GBP;Active;0.00 ;0.00 ;0.75;1year;
Man GLG UK Income Fund Prof Acc C;GB00B0117C28;Man GLG;197;Financial Services;UK Equity Income;UK Equity Income;1.11;10.76;0.9;;19.62;17.62;10.89;-6.43;32.86;SGUKI;GBP;Active;0.00 ;0.00 ;0.75;1year;
Aberdeen European Smaller Companies Equity Fund I Acc;GB00B0XWN580;Aberdeen;94;Technology;Europe Mid-Cap Equity;Europe Equity;1.27;10.84;0.92;;26.03;7.27;2.26;3.22;32.89;ABSCA;GBP;Active;0.00 ;0.00 ;0.75;6months;
Man GLG UK Income Fund Prof Inc D;GB00B0117D35;Man GLG;197;Financial Services;UK Equity Income;UK Equity Income;1.12;10.72;0.9;;19.57;17.60;10.91;-6.43;32.89;SGUID;GBP;Active;0.00 ;0.00 ;0.75;6months;
Baillie Gifford International Fund B Acc;GB0005941272;Baillie Gifford;660;Technology;Global Large-Cap Growth Equity;Global Equity;1.49;12.34;0.68;;29.07;10.30;12.23;11.81;32.91;BFIBA;GBP;Active;0.00 ;0.00 ;0.65;6months;
Baillie Gifford International Fund B Inc;GB0005940316;Baillie Gifford;660;Technology;Global Large-Cap Growth Equity;Global Equity;1.49;12.33;0.68;;29.00;10.31;12.21;11.80;32.92;BFIBI;GBP;Active;0.00 ;0.00 ;0.65;6months;
Fidelity Funds - China Focus Fund Y-GBP;LU0457959939;Fidelity;3115;Financial Services;China Equity;Emerging Markets Regional Equity;1.14;18.96;1.06;4;7.25;3.66;51.76;-4.93;32.95;YCFA;GBP;Active;0.00 ;0.00 ;0.8;1year;
Fidelity Funds - Greater China Fund Y-ACC-USD;LU0346391161;Fidelity;431;Technology;Greater China Equity;Emerging Markets Regional Equity;1.19;16.82;1.08;5;16.39;6.76;31.56;1.73;33.01;YGCH;USD;Active;0.00 ;0.00 ;0.8;1year;
Dodge & Cox Worldwide Funds - Global Stock Fund (GBP Distributing);IE00B54PSJ04;Dodge & Cox;2384;Financial Services;Global Large-Cap Blend Equity;Global Equity;1.29;11.5;0.7;;;14.80;8.78;5.58;33.01;DCWGI;GBP;Active;0.00 ;0.00 ;0.6;Quarter;
Dodge & Cox Worldwide Funds - Global Stock Fund (GBP Accumulating);IE00B54J6879;Dodge & Cox;2384;Financial Services;Global Large-Cap Blend Equity;Global Equity;1.29;11.5;0.7;5;30.32;14.96;8.86;5.59;33.07;DCWGA;GBP;Active;0.00 ;0.00 ;0.6;1year;
Fidelity Funds - Iberia Fund Y-ACC-Euro;LU0346389850;Fidelity;573;Consumer Cyclical;Spain Equity;Europe Equity Single Country;0.87;11.83;1.08;4;30.80;35.42;-9.99;5.41;33.09;YIBE;EUR;Active;0.00 ;0.00 ;0.8;1year;
Fidelity UK Smaller Companies Fund W-Accumulation;GB00B7VNMB18;Fidelity;434;Consumer Cyclical;UK Small-Cap Equity;UK Small/Mid Cap Equity;1.42;9.18;0.95;;58.66;22.75;12.84;-3.62;33.15;WUSCA;GBP;Active;0.00 ;0.00 ;0.75;1year;
Schroder European Fund Z Accumulation;GB00B76V8C37;Schroder;1185;Industrials;Europe ex-UK Large-Cap Equity;Europe Equity excl UK;1.36;11.34;0.92;;35.95;13.62;5.94;6.37;33.15;SZEUA;GBP;Active;0.00 ;0.00 ;0.75;1year;
MFM UK Primary Opportunities Fund P Acc;GB00B905T773;Marlborough;9;Financial Services;UK Flex-Cap Equity;UK Equity;1.18;9.76;0.89;;15.09;12.35;4.67;-0.52;33.21;MHPOA;GBP;Active;0.00 ;0.00 ;0.75;6months;
MFM UK Primary Opportunities Fund P Inc;GB00B8HGN522;Marlborough;9;Financial Services;UK Flex-Cap Equity;UK Equity;1.18;9.77;0.89;;15.10;12.33;4.70;-0.53;33.21;MHPOI;GBP;Active;0.00 ;0.00 ;0.75;6months;
Schroder European Fund Z Income;GB00B76V8D44;Schroder;1185;Industrials;Europe ex-UK Large-Cap Equity;Europe Equity excl UK;1.38;11.16;0.92;;35.81;13.61;5.95;6.55;33.21;SZEUI;GBP;Active;0.00 ;0.00 ;0.75;1year;
Man GLG Undervalued Assets Fund Professional Income;GB00BFH3NB82;Man GLG;723;Financial Services;UK Flex-Cap Equity;UK Equity;1.04;10.58;0.9;;;;11.28;-9.73;33.23;SGUPI;GBP;Active;0.00 ;0.00 ;0.75;6months;
Man GLG Undervalued Assets Fund Professional Accumulation;GB00BFH3NC99;Man GLG;723;Financial Services;UK Flex-Cap Equity;UK Equity;1.03;10.63;0.9;;;;11.35;-9.78;33.24;SGUPA;GBP;Active;0.00 ;0.00 ;0.75;1year;
Nordea 1- Emerging Stars Equity Fund BC GBP;LU0841603938;Nordea Investment Management AB;1885;Technology;Global Emerging Markets Equity;Emerging Markets Global Equity;0.88;16.46;1.23;;;;6.42;2.29;33.26;NOESA;GBP;Active;0.00 ;0.00 ;0.95;1year;
Legg Mason IF Martin Currie Emerging Markets X Acc;GB00BVZ6TY69;Martin Currie;18;Technology;Global Emerging Markets Equity;Emerging Markets Global Equity;0.77;17;1.53;;5.00;-0.79;-3.37;6.99;33.38;MAEMA;GBP;Active;0.00 ;0.00 ;0.75;1year;
Templeton Emerging Markets Investment Trust;GB0008829292;Franklin Templeton;2073;Technology;Global Emerging Markets Equity;Emerging Markets Global Equity;0.6;18.2;1.22;;8.31;1.77;-5.19;2.97;33.44;TEMLL;GBP;Active;0.50 ;0.00 ;1.1;1year;
Baring Hong Kong China Fund I Acc;IE00B3YV5X70;Barings;1499;Technology;China Equity;Emerging Markets Regional Equity;0.9;19.25;1.28;3;5.51;2.43;36.67;-9.93;33.50;BHKIA;GBP;Active;0.00 ;0.00 ;0.75;1year;
Liontrust UK Micro-Cap Fund (I);GB00BDFYHP14;Liontrust;20;Technology;UK Small-Cap Equity;UK Small/Mid Cap Equity;;;1.78;;;;;;33.70;LTCII;GBP;Active;0.00 ;0.00 ;1.25;1year;
Schroder Tokyo Fund Z GBP Hedged Income;GB00B8V8R746;Schroder;2386;Consumer Cyclical;Japan Equity - Currency Hedged;Japan;0.53;17.65;0.91;;;;33.59;-27.65;33.80;SCTOI;GBP;Active;0.00 ;0.00 ;0.75;1year;
Baillie Gifford Global Alpha Growth Fund B Acc;GB00B61DJ021;Baillie Gifford;965;Financial Services;Global Large-Cap Growth Equity;Global Equity;1.47;12.14;0.68;5;28.62;10.69;12.09;9.55;33.81;BFGGA;GBP;Active;0.00 ;0.00 ;0.65;6months;
Baillie Gifford Global Alpha Growth Fund B Inc;GB00B3PPZ729;Baillie Gifford;965;Financial Services;Global Large-Cap Growth Equity;Global Equity;1.47;12.13;0.68;5;28.60;10.65;12.13;9.53;33.85;BFGGI;GBP;Active;0.00 ;0.00 ;0.65;6months;
Threadneedle European Smaller Companies Fund Z Accumulation;GB00B84CYY92;Columbia Threadneedle;2033;Industrials;Europe ex-UK Small/Mid-Cap Equity;Europe Equity excl UK;1.84;10.86;0.88;;33.14;10.31;8.60;17.69;33.88;THESA;GBP;Active;0.00 ;0.00 ;0.75;1year;
Old Mutual European Equity (ex UK) Fund R Acc;GB00B1XG9714;Old Mutual;124;Financial Services;Europe ex-UK Large-Cap Equity;Europe Equity excl UK;1.06;11.26;0.9;;31.70;16.67;3.83;-3.28;33.93;OLERA;GBP;Active;0.00 ;0.00 ;0.75;1year;
Schroder Tokyo Fund L GBP Hedged Acc;GB00BLBP8M89;Schroder;2386;Consumer Cyclical;Japan Equity - Currency Hedged;Japan;0.53;17.4;0.84;;;;33.18;-27.50;33.96;SCTHA;GBP;Active;0.00 ;0.00 ;0.67;1year;
Jupiter Strategic Bond I Class Inc;GB00B544HM32;Jupiter Asset Management;3694;Financial Services;Global Flexible Bond - GBP Hedged;Bonds;1.44;2.84;0.7;;9.47;10.20;1.19;4.31;5.68;JUSII;GBP;Active;0.00 ;0.00 ;0.5;Quarter;3.8
