"","Holding","Fund ISIN","Fund Manager","Fund size","Market sector","Morningstar category","Asset Class","Sharpe ratio 3 year","Standard deviation","OCF/TER(%)","rating","(Current Yr-4)","(Current Yr-3)","(Current Yr-2)","(Current Yr-1)","(Current Yr)","Fund code","Fund currency","Style","Buy","Sell","AMC(%)","Distribution frequency","Distribution yield","HoldingM"
"1959","Fidelity Funds - Emerging Market Debt Fund W-ACC-GBP","LU1235296180","Fidelity",1417,"Basic Materials","Global Emerging Markets Bond","Emerging Markets Hard Currency Bond",NA,NA,0.91,NA,NA,NA,NA,28.1,8.25,"WEMDA","GBP","Active",0,0,0.65,"1year",NA,"FidelityFunds-EmergingMarketDebtFundW-ACC-GBP"
"1960","AXA Defensive Distribution Z Acc","GB0005409379","AXA IM",327,"Financial Services","","",1,5.45,0.77,NA,6.05,4.3,4.19,4.2,8.3,"AXDDA","GBP","Active",0,0,0.75,"Quarter",1.41,"AXADefensiveDistributionZAcc"
"1961","Fidelity Multi Asset Open Defensive Fund N-Accumulation Gross","GB00BC7GXJ42","Fidelity",8,"Financial Services","","",1.32,4.22,1.32,NA,NA,NA,4.37,4.64,8.31,"NMODG","GBP","Active",0,0,0.5,"1year",NA,"FidelityMultiAssetOpenDefensiveFundN-AccumulationGross"
"1962","Architas MA Passive Reserve D Acc","GB00BNGNDF93","Architas",148,"Financial Services","GBP Cautious Allocation","Mixed Assets - Defensive",1.34,6.07,0.47,NA,5.66,4.99,7.75,9.64,8.36,"ACMPA","GBP","Active",0,0,0.3,"6months",0,"ArchitasMAPassiveReserveDAcc"
"1963","Architas MA Blended Reserve A Inc","GB00B7VR0864","Architas",227,"Financial Services","GBP Cautious Allocation","Mixed Assets - Defensive",1.22,4.79,0.99,NA,7.7,5.49,3.82,5.88,8.37,"ACBRI","GBP","Active",0,0,0.6,"6months",2.3,"ArchitasMABlendedReserveAInc"
"1964","F&C MM Lifestyle Foundations SC B Acc","GB00BG5GMB95","F&C (BMO GAM)",29,"Financial Services","","",1.5,3.73,1.12,NA,NA,NA,5.9,3.07,8.39,"FCLFA","GBP","Active",0,0,0.5,"1year",NA,"F&CMMLifestyleFoundationsSCBAcc"
"1965","Fidelity Multi Asset Open Defensive Fund N-Accumulation","GB00BC7GXK56","Fidelity",8,"Financial Services","","",1.36,4.16,1.33,NA,NA,NA,4.6,4.58,8.41,"NMODA","GBP","Active",0,0,0.5,"1year",NA,"FidelityMultiAssetOpenDefensiveFundN-Accumulation"
"1966","iShares Edge MSCI World Minimum Volatility UCITS ETF USD Acc (GBP)","IE00B8FHGS14","IShares",1285,"Healthcare","Global Large-Cap Blend Equity","Global Equity",1.55,11.51,0.3,NA,NA,3.26,15.6,34.58,8.41,"XIWMV","GBP","Passive",0,0,0.3,"1year",NA,"iSharesEdgeMSCIWorldMinimumVolatilityUCITSETFUSDAcc(GBP)"
"1967","Architas MA Blended Reserve A Acc","GB00B8BMB189","Architas",227,"Financial Services","GBP Cautious Allocation","Mixed Assets - Defensive",1.22,4.78,0.99,NA,7.56,5.61,3.76,5.92,8.42,"ACBRA","GBP","Active",0,0,0.6,"6months",2.27,"ArchitasMABlendedReserveAAcc"
"1968","Oasis Global Equity Fund Class F GBP Dist","IE00BF233Y64","Oasis Crescent",62,"Technology","Global Large-Cap Value Equity","Global Equity",1.25,8.81,1.23,NA,20.94,6.99,12.43,15.19,8.45,"OAGED","GBP","Active",0,0,1,"6months",NA,"OasisGlobalEquityFundClassFGBPDist"
"1969","Oasis Global Equity Fund Class F GBP Acc","IE00BF233Z71","Oasis Crescent",62,"Technology","Global Large-Cap Value Equity","Global Equity",1.26,8.79,1.23,NA,20.73,6.65,12.75,15.19,8.45,"OAGEA","GBP","Active",0,0,1,"1year",NA,"OasisGlobalEquityFundClassFGBPAcc"
"1970","Fidelity MoneyBuilder Balanced Fund Y-Income","GB00B7XJFX07","Fidelity",661,"Consumer Defensive","","",0.96,6.85,0.67,NA,12.87,10.27,5.4,6.99,8.51,"YRMBI","GBP","Active",0,0,0.5,"1month",NA,"FidelityMoneyBuilderBalancedFundY-Income"
"1971","Barclays Cautious Portfolio D Distribution","GB00B5V7TL88","Barclays",395,"Financial Services","GBP Moderate Allocation","Mixed Assets - Balanced",0.64,5.34,1.54,NA,13.04,8.65,1.67,-0.14,8.52,"BCPDI","GBP","Active",0,0,0.75,"Quarter",NA,"BarclaysCautiousPortfolioDDistribution"
"1972","Henderson UK Property PAIF Feeder I Acc","GB00BYP82D37","Henderson",2055,"Real Estate","Property - Direct UK","Property - Physical",0.99,4.39,0.83,NA,7.47,11.1,11.58,-3.13,6.35,"HDPIA","GBP","Active",0,0,0.75,"Quarter",NA,"HendersonUKPropertyPAIFFeederIAcc"
"1973","Fidelity MoneyBuilder Balanced Fund Y-Accumulating","GB00BYRPGV84","Fidelity",661,"Consumer Defensive","","",NA,NA,0.67,NA,NA,NA,NA,NA,8.52,"YRMBA","GBP","Active",0,0,0.5,"1year",NA,"FidelityMoneyBuilderBalancedFundY-Accumulating"
"1974","Barclays Cautious Portfolio D Accumulation","GB00B3QD4K18","Barclays",395,"Financial Services","GBP Moderate Allocation","Mixed Assets - Balanced",0.64,5.35,1.54,NA,9.11,8.63,1.67,-0.08,8.53,"BCPDA","GBP","Active",0,0,0.75,"Quarter",NA,"BarclaysCautiousPortfolioDAccumulation"
"1975","Fidelity Extra Income Fund Y-Income-Gross","GB00B41M2W81","Fidelity",567,"Consumer Cyclical","GBP Flexible Bond","UK Aggregate Bond",1.29,4.53,0.77,5,9.51,9.22,3.48,3.94,8.55,"YGREX","GBP","Active",0,0,0.6,"1month",3.66,"FidelityExtraIncomeFundY-Income-Gross"
"1976","Guinness Alternative Energy Fund class X","IE00B7LWDH14","Guinness",7,"Technology","Sector Equity Alternative Energy","Global Equity",-0.04,17.2,1.24,2,40.87,29.31,-13.27,-8.66,8.56,"GUAEX","GBP","Active",0,0,0.75,"6months",NA,"GuinnessAlternativeEnergyFundclassX"
"1977","Jupiter Distribution Fund I Class Acc","GB00B52HN049","Jupiter",984,"Financial Services","","",1.56,4.16,0.63,NA,9.92,7.42,6.69,3.81,8.58,"JUDSA","GBP","Active",0,0,0.5,"1month",2.6,"JupiterDistributionFundIClassAcc"
"1978","Jupiter Distribution Fund I Class Inc","GB00B4WDT300","Jupiter",984,"Financial Services","","",1.57,4.16,0.63,NA,9.9,7.44,6.7,3.85,8.58,"JUDSI","GBP","Active",0,0,0.5,"1month",2.6,"JupiterDistributionFundIClassInc"
"1979","HSBC World Selection Income Portfolio Retail Income","GB00B3VS3713","HSBC",545,"Financial Services","","",1.06,5.64,1.67,3,7.59,4.08,4.43,4.13,8.62,"HSWII","GBP","Active",0,0,1.25,"Quarter",NA,"HSBCWorldSelectionIncomePortfolioRetailIncome"
"1980","Fidelity Extra Income Fund Y-Income","GB00B469P257","Fidelity",567,"Consumer Cyclical","GBP Flexible Bond","UK Aggregate Bond",1.3,4.51,0.77,5,9.5,9.22,3.48,3.93,8.64,"YEX","GBP","Active",0,0,0.6,"1month",3.65,"FidelityExtraIncomeFundY-Income"
"1981","MGTS Future Money Real Value R Acc","GB00B89JN484","Margetts",36,"Financial Services","","",1.02,4.23,1.54,NA,9.15,7.48,3.88,1.13,8.67,"MRFMA","GBP","Active",0,0,0.75,"6months",NA,"MGTSFutureMoneyRealValueRAcc"
"1982","MGTS Future Money Real Value R Inc","GB00BBL4SZ89","Margetts",36,"Financial Services","","",1.04,4.26,1.54,NA,8.87,7.42,3.88,1.13,8.67,"MRFMI","GBP","Active",0,0,0.75,"6months",NA,"MGTSFutureMoneyRealValueRInc"
"1983","SLI MyFolio Multi-Man Inc II Plat 1 Inc","GB00B6S7NM79","Standard Life",22,"Financial Services","","",1.16,4.27,1.41,NA,9.09,4.9,3.36,1.89,8.69,"SLMDI","GBP","Active",0,0,0.65,"Quarter",2.45,"SLIMyFolioMulti-ManIncIIPlat1Inc"
"1984","Rathbone Strategic Bond Inst Inc","GB00B6ZS1L87","Rathbones",90,"Financial Services","Global Flexible Bond - GBP Hedged","UK Aggregate Bond",1.78,2.75,0.83,4,8.69,6.6,1.7,3.39,8.74,"RASBI","GBP","Active",0,0,0.5,"Quarter",2.4,"RathboneStrategicBondInstInc"
"1985","SLI MyFolio Multi-Man Inc II Plat 1 Acc","GB00B74TWC77","Standard Life",22,"Financial Services","","",1.16,4.25,1.41,NA,8.32,5.02,4.38,1.93,8.75,"SLMCI","GBP","Active",0,0,0.65,"Quarter",1.83,"SLIMyFolioMulti-ManIncIIPlat1Acc"
"1986","Barclays Income Plus Portfolio R Accumulation","GB00B6WYG696","Barclays",121,"Financial Services","GBP Cautious Allocation","Mixed Assets - Defensive",1.11,3.97,1.52,NA,NA,7.2,0.62,2.48,8.78,"BNPPA","GBP","Active",0,0,0.5,"1month",NA,"BarclaysIncomePlusPortfolioRAccumulation"
"1987","Kames High Yield Bond B Acc","GB0031425563","Kames",1009,"Financial Services","Global High Yield Bond - GBP Hedged","UK High Yield Bond",0.75,5.15,0.79,NA,9.04,11.05,0.55,-0.69,8.78,"AEHYA","GBP","Active",0,0,0.75,"1month",4.66,"KamesHighYieldBondBAcc"
"1988","Rathbone Strategic Bond Inst Acc","GB00B6ZS2486","Rathbones",90,"Financial Services","Global Flexible Bond - GBP Hedged","UK Aggregate Bond",1.78,2.78,0.83,4,8.67,6.58,1.7,3.44,8.79,"RASBA","GBP","Active",0,0,0.5,"Quarter",2.4,"RathboneStrategicBondInstAcc"
"1989","Newton UK Income Fund Inst W Acc","GB00B7M90R07","Newton",1803,"Consumer Defensive","UK Equity Income","UK Equity Income",0.89,9.82,0.79,NA,16.06,11.78,4.79,12.95,8.79,"NWHGA","GBP","Active",0,0,0.75,"Quarter",NA,"NewtonUKIncomeFundInstWAcc"
"1990","Barclays Income Plus Portfolio R Distribution","GB00B3TJ5697","Barclays",121,"Financial Services","GBP Cautious Allocation","Mixed Assets - Defensive",1.1,4,1.52,NA,5.28,7.12,0.64,2.48,8.8,"BCIPD","GBP","Active",0,0,0.5,"1month",NA,"BarclaysIncomePlusPortfolioRDistribution"
"1991","Kames High Yield Bond B Inc","GB00B1N9DY51","Kames",996,"Financial Services","Global High Yield Bond - GBP Hedged","UK High Yield Bond",0.75,5.15,0.79,4,8.94,10.99,0.55,-0.7,8.8,"AEHYI","GBP","Active",0,0,0.75,"1month",4.66,"KamesHighYieldBondBInc"
"1992","Newton UK Income Inst Fund W Inc","GB00B7W2G379","Newton",1803,"Consumer Defensive","UK Equity Income","UK Equity Income",0.9,9.83,0.79,NA,NA,11.77,4.83,12.95,8.8,"NWHGI","GBP","Active",0,0,0.75,"Quarter",NA,"NewtonUKIncomeInstFundWInc"
"1993","AXA Defensive Distribution Z Inc","GB0005409486","AXA IM",327,"Financial Services","","",1.02,5.31,0.77,NA,6.33,4.23,4.17,3.72,8.84,"AXDDI","GBP","Active",0,0,0.75,"Quarter",1.41,"AXADefensiveDistributionZInc"
"1994","Threadneedle Managed Bond Focused Institutional Acc","GB00B0882Q58","Columbia Threadneedle",338,"Financial Services","","",1.04,5.13,1.12,4,7.42,7.48,0.99,5.81,8.84,"THDBA","GBP","Active",0,0,1,"1year",NA,"ThreadneedleManagedBondFocusedInstitutionalAcc"
"1995","iShares UK Property UCITS ETF GBP Dist (GBP)","IE00B1TXLS18","IShares",872,"Real Estate","Property - Indirect Other","Property - Listed",0.4,14.9,0.4,NA,24.37,20.95,20.2,-10.88,8.99,"XIFUP","GBP","Passive",0,0,0.4,"Quarter",NA,"iSharesUKPropertyUCITSETFGBPDist(GBP)"
"1996","SLI MyFolio Managed II Plat 1 Acc","GB00B3RHFQ59","Standard Life",1283,"Financial Services","","",1.24,4.49,0.98,NA,8.56,6.59,6.38,1.95,9.03,"SLMBM","GBP","Active",0,0,0.4,"1year",1.74,"SLIMyFolioManagedIIPlat1Acc"
"1997","iShares European Property Yield UCITS ETF EUR Dist (GBP)","IE00B0M63284","IShares",1240,"Real Estate","Property - Indirect Europe","Property - Listed",1,15.97,0.4,NA,13.79,13.33,-5.57,32.68,9.05,"XIFEP","GBP","Passive",0,0,0.4,"Quarter",NA,"iSharesEuropeanPropertyYieldUCITSETFEURDist(GBP)"
"1998","MGTS Greystone Conservative Managed Fund R Acc","GB00B8FBGX88","Margetts",6,"Industrials","","",1.12,3.72,1.37,NA,7.65,5.56,2.22,1.71,9.08,"MRCVA","GBP","Active",0,0,0.75,"6months",NA,"MGTSGreystoneConservativeManagedFundRAcc"
"1999","Fundsmith Emerging Equities Trust PLC","GB00BLSNND18","Fundsmith",0,"Consumer Defensive","Global Emerging Markets Equity","Emerging Markets Global Equity",0.45,11.05,1.7,NA,NA,NA,-2.41,7.13,9.16,"FEETL","GBP","Active",0.5,0,1.25,"6months",NA,"FundsmithEmergingEquitiesTrustPLC"
"2000","Fidelity Funds - Malaysia Fund Y-ACC-USD","LU0346391757","Fidelity",65,"Financial Services","Other Asia-Pacific Equity","Asia Pacific Equity excl Japan",0.15,17.19,1.07,NA,19.51,-4.39,-12.48,11.67,9.18,"YMAL","USD","Active",0,0,0.8,"1year",NA,"FidelityFunds-MalaysiaFundY-ACC-USD"
"2001","Aviva Investors Multi-asset Fund II SC R3 Acc","GB00B7JRQQ84","Aviva Investors",537,"Financial Services","GBP Moderate Allocation","Mixed Assets - Balanced",1.19,5.39,0.75,NA,8.76,7.99,7.75,3.84,9.18,"AVMBA","GBP","Active",0,0,0.35,"6months",NA,"AvivaInvestorsMulti-assetFundIISCR3Acc"
"2002","Fidelity Extra Income Fund Y-Accumulation-Gross","GB00BFRT3728","Fidelity",553,"Consumer Cyclical","GBP Flexible Bond","UK Aggregate Bond",1.29,4.52,0.77,NA,8.87,9.36,3.51,3.94,9.2,"YGEXA","GBP","Active",0,0,0.6,"1year",3.64,"FidelityExtraIncomeFundY-Accumulation-Gross"
"2003","Newton Multi-Asset Balanced Fund Institutional Shares W (Net Income)","GB00B7LB0P54","Newton",2580,"Consumer Defensive","","",1,7.94,0.67,NA,NA,5.53,5.52,9.96,9.22,"NWBAI","GBP","Active",0,0,0.62,"6months",NA,"NewtonMulti-AssetBalancedFundInstitutionalSharesW(NetIncome)"
"2004","Newton Multi-Asset Balanced Fund Institutional Shares W Accumulation","GB00B86LX253","Newton",2580,"Consumer Defensive","","",1,7.93,0.67,NA,12.41,5.54,5.53,9.96,9.22,"NWBAA","GBP","Active",0,0,0.62,"6months",NA,"NewtonMulti-AssetBalancedFundInstitutionalSharesWAccumulation"
"2005","Fidelity Funds - Global Healthcare Fund W-ACC-GBP","LU1033663300","Fidelity",647,"Healthcare","Sector Equity Healthcare","Global Equity",1.09,13.77,1.06,NA,27.67,12.6,31.58,9.71,9.26,"WGHFA","GBP","Active",0,0,0.8,"1year",NA,"FidelityFunds-GlobalHealthcareFundW-ACC-GBP"
"2006","CF Odey Opus Fund I Acc","GB00B54RK123","Odey Asset Management LLP",279,"Basic Materials","GBP Flexible Allocation","Mixed Assets - Flexible",0.52,9.3,1.04,3,35.37,10.22,8.56,-4.05,9.27,"CFOOA","GBP","Active",0,0,0.89,"6months",NA,"CFOdeyOpusFundIAcc"
"2007","HSBC World Selection Income Portfolio C Inc","GB00B7KHQP68","HSBC",550,"Financial Services","","",1.17,5.62,1.02,NA,8.03,4.6,5.17,4.75,9.3,"HSWPI","GBP","Active",0,0,0.55,"Quarter",NA,"HSBCWorldSelectionIncomePortfolioCInc"
"2008","Jupiter Merlin Conservative Pf I Cls Acc","GB00B8GDLS36","Jupiter",46,"Consumer Defensive","","",1.32,4.32,1,NA,NA,3.03,3.31,3.8,9.33,"JUCPA","GBP","Active",0,0,0.5,"Quarter",3.1,"JupiterMerlinConservativePfIClsAcc"
"2009","iShares Edge S&P 500 Minimum Volatility UCITS ETF USD Acc (GBP)","IE00B6SPMN59","IShares",875,"Consumer Cyclical","US Large-Cap Blend Equity","North American Equity",1.64,11.98,0.2,NA,NA,5.55,18.11,37.36,9.34,"XISPV","GBP","Passive",0,0,0.2,"1year",NA,"iSharesEdgeS&P500MinimumVolatilityUCITSETFUSDAcc(GBP)"
"2010","Jupiter Merlin Conservative Pf I Cls Inc","GB00B8GDLV64","Jupiter",46,"Consumer Defensive","","",1.32,4.32,1,NA,NA,2.72,3.3,3.8,9.35,"JUCPI","GBP","Active",0,0,0.5,"Quarter",3.1,"JupiterMerlinConservativePfIClsInc"
"2011","HSBC World Selection Income Portfolio Retail Accumulation","GB00B3XCY674","HSBC",545,"Financial Services","","",1.1,5.61,1.67,4,7.61,4.04,4.61,4.02,9.37,"HSWIA","GBP","Active",0,0,1.25,"Quarter",NA,"HSBCWorldSelectionIncomePortfolioRetailAccumulation"
"2012","Threadneedle Managed Bond Focused Fund Z Acc","GB00BRTM3K66","Columbia Threadneedle",344,"Financial Services","","",1.08,5.07,0.77,NA,7.19,7.32,1.04,5.95,9.39,"THDQA","GBP","Active",0,0,0.65,"1year",NA,"ThreadneedleManagedBondFocusedFundZAcc"
"2013","FP Russell Investments Multi Asset Income Fund C Inc","GB00B7020P99","Russell Investments",25,"Industrials","GBP Moderate Allocation","Mixed Assets - Balanced",0.74,5.77,0.94,NA,NA,9.48,2.26,1.62,9.4,"RSICI","GBP","Active",0,0,0.5,"1month",NA,"FPRussellInvestmentsMultiAssetIncomeFundCInc"
"2014","Fidelity Funds - Emerging Market Debt Fund Y-ACC-USD","LU0238206337","Fidelity",1421,"Basic Materials","Global Emerging Markets Bond","Emerging Markets Hard Currency Bond",1.24,10.54,0.91,NA,4.81,-1.27,9,26.87,9.4,"EMFY","USD","Active",0,0,0.65,"1year",NA,"FidelityFunds-EmergingMarketDebtFundY-ACC-USD"
"2015","FP Russell Investments Multi Asset Income Fund C Acc","GB00B8GKWL49","Russell Investments",25,"Industrials","GBP Moderate Allocation","Mixed Assets - Balanced",0.74,5.76,0.94,NA,NA,9.48,2.26,1.6,9.41,"RSICA","GBP","Active",0,0,0.5,"1month",NA,"FPRussellInvestmentsMultiAssetIncomeFundCAcc"
"2016","Fidelity Extra Income Fund Y-Accumulation","GB00BFRT3611","Fidelity",553,"Consumer Cyclical","GBP Flexible Bond","UK Aggregate Bond",1.27,4.67,0.77,NA,8.87,9,3.41,3.93,9.42,"YEXA","GBP","Active",0,0,0.6,"1year",3.64,"FidelityExtraIncomeFundY-Accumulation"
"2017","Aberdeen Diversified Core Cautious Fund I Acc","GB00BVTW3267","Aberdeen Fund Management Limited",8,"Technology","","",NA,NA,0.45,NA,NA,NA,NA,6.3,9.43,"CMDCA","GBP","Active",0,0,0.4,"1year",NA,"AberdeenDiversifiedCoreCautiousFundIAcc"
"2018","Carmignac Portfolio Commodities W GBP Acc","LU0992629401","Carmignac Gestion",522,"Basic Materials","Sector Equity Natural Resources","Commodities - General",0.22,13.61,1.15,NA,NA,NA,-12.69,5.73,9.43,"CPCFA","GBP","Active",0,0,0.85,"1year",NA,"CarmignacPortfolioCommoditiesWGBPAcc"
"2019","Barclays Wealth Global Markets 2 R Accumulation","GB00B510V991","Barclays",10,"Financial Services","GBP Moderate Allocation","Mixed Assets - Balanced",0.82,5.18,0.45,2,4.81,8.52,1.21,1.96,9.45,"BCGOA","GBP","Active",0,0,0.35,"Quarter",NA,"BarclaysWealthGlobalMarkets2RAccumulation"
"2020","Barclays Wealth Global Markets 2 R Distribution","GB00B51RWR53","Barclays",10,"Financial Services","GBP Moderate Allocation","Mixed Assets - Balanced",0.82,5.02,0.45,2,4.87,8.7,1.16,1.83,9.46,"BCGOD","GBP","Active",0,0,0.35,"Quarter",NA,"BarclaysWealthGlobalMarkets2RDistribution"
"2021","HSBC MSCI Russia Capped ETF","IE00B5LJZQ16","HSBC",49,"Energy","Russia Equity","Emerging Markets Regional Equity",0.27,26.82,0.6,NA,-2.05,-7.25,-25.59,9.7,9.53,"XHMRC","GBP","Passive",0,0,0.6,"6months",NA,"HSBCMSCIRussiaCappedETF"
"2022","Insight Corporate Bond Fund Institutional Shares W Acc","GB00B8KDLX41","Insight",34,"Financial Services","GBP Corporate Bond","UK Corporate Bond",1,7.03,0.79,NA,7.88,6.19,3.81,6.5,9.57,"NWCBA","GBP","Active",0,0,0.5,"Quarter",2.6,"InsightCorporateBondFundInstitutionalSharesWAcc"
"2023","JPM Multi-Asset Income Fund C Monthly - Net Income","GB00BGP6L127","J.P. Morgan Asset Management",404,"Financial Services","GBP Moderate Allocation","Mixed Assets - Balanced",0.66,5.95,0.83,NA,NA,NA,1.99,0.18,9.57,"SPCMI","GBP","Active",0,0,0.65,"1month",NA,"JPMMulti-AssetIncomeFundCMonthly-NetIncome"
"2024","Smith & Williamson Defensive Growth Fund B Inc","IE00B7SMSG88","Smith & Williamson",20,"Financial Services","GBP Moderate Allocation","Mixed Assets - Balanced",1.84,2.45,0.78,NA,9.64,3.76,3.28,1.38,9.58,"SMCGI","GBP","Active",0,0,0.7,"6months",NA,"Smith&WilliamsonDefensiveGrowthFundBInc"
"2025","Insight Corporate Bond Fund Institutional Shares W Inc","GB00B8KCZN97","Insight",34,"Financial Services","GBP Corporate Bond","UK Corporate Bond",1,7.01,0.79,NA,NA,6.19,3.79,6.47,9.58,"NWCBI","GBP","Active",0,0,0.5,"Quarter",2.59,"InsightCorporateBondFundInstitutionalSharesWInc"
"2026","Fidelity Multi Asset Income Fund N-Income Gross","GB00BFPC0618","Fidelity",484,"Financial Services","","",1.42,4.7,0.88,NA,8.77,8.53,4.4,5,9.58,"NMAIG","GBP","Active",0,0,0.5,"1month",NA,"FidelityMultiAssetIncomeFundN-IncomeGross"
"2027","JPM Multi-Asset Income Fund C - Net Accumulation","GB00B4N20M25","J.P. Morgan Asset Management",404,"Financial Services","GBP Moderate Allocation","Mixed Assets - Balanced",0.66,5.93,0.83,NA,13.3,11.25,1.99,0.08,9.59,"SPMUA","GBP","Active",0,0,0.65,"Quarter",NA,"JPMMulti-AssetIncomeFundC-NetAccumulation"
"2028","JPM Multi-Asset Income Fund C - Net Income","GB00B4N20S86","J.P. Morgan Asset Management",404,"Financial Services","GBP Moderate Allocation","Mixed Assets - Balanced",0.66,5.93,0.83,NA,13.19,11.32,1.94,0.15,9.6,"SPMUI","GBP","Active",0,0,0.65,"Quarter",NA,"JPMMulti-AssetIncomeFundC-NetIncome"
"2029","Fidelity Funds - Global Health Care Fund Y-ACC-Euro","LU0346388969","Fidelity",641,"Healthcare","Sector Equity Healthcare","Global Equity",1.08,13.9,1.06,3,28.63,13.39,31.41,9.45,9.63,"YGHC","EUR","Active",0,0,0.8,"1year",NA,"FidelityFunds-GlobalHealthCareFundY-ACC-Euro"
"2030","Legal & General UK Property Feeder Fund (I) - Accumulation","GB00BK35F408","Legal & General",2667,"Real Estate","Property - Direct UK","Property - Physical",1.98,3.66,0.75,NA,3,11.28,12.29,3.44,7.71,"LGPPA","GBP","Active",0,0,0.72,"Quarter",NA,"Legal&GeneralUKPropertyFeederFund(I)-Accumulation"
"2031","IFSL Brooks Macdonald Defensive Income Class A Inc","GB00B054QL91","Brooks Macdonald",38,"Consumer Defensive","","",1.14,4.36,1.21,4,9.42,8.1,3.75,0.89,9.66,"BMDAI","GBP","Active",0,0,0.5,"Quarter",NA,"IFSLBrooksMacdonaldDefensiveIncomeClassAInc"
"2032","Troy Income & Growth Trust","GB0003708665","Troy",56,"Financial Services","UK Large-Cap Blend Equity","UK Equity",1.08,9.45,1.03,3,13.6,13.35,10.12,11.2,9.66,"TIGTL","GBP","Active",0.5,0,0.75,"Quarter",NA,"TroyIncome&GrowthTrust"
"2033","Legal & General Multi-Index 4 Fund Inc","GB00B8VZBR34","Legal & General",479,"Financial Services","","",1.43,4.97,0.31,5,NA,NA,7.27,5.18,9.73,"LGMVI","GBP","Active",0,0,0.25,"6months",NA,"Legal&GeneralMulti-Index4FundInc"
"2034","Legal & General Multi-Index 4 Fund Acc","GB00B88Y0217","Legal & General",479,"Financial Services","","",1.43,4.98,0.31,5,NA,NA,7.24,5.17,9.75,"LGMVA","GBP","Active",0,0,0.25,"6months",NA,"Legal&GeneralMulti-Index4FundAcc"
"2035","Pictet Robotics I GBP","LU1316549283","Pictet",3509,"Technology","Sector Equity Technology","Global Equity",NA,NA,1.2,NA,NA,NA,NA,NA,37.2,"PTRIA","GBP","Active",0,0,0.8,"1year",NA,"PictetRoboticsIGBP"
"2036","JPMorgan Japanese","GB0001740025","J.P. Morgan Asset Management",307,"Technology","Japan Large-Cap Equity","Japan Equity",1.17,15.96,0.77,5,34.54,0.03,30.55,21.09,9.76,"JFJLL","GBP","Active",0.5,0,0.65,"1year",NA,"JPMorganJapanese"
"2037","City Financial Multi Asset Balanced Fund Class I Inc","GB00B89R1H14","City Financial",38,"Financial Services","GBP Moderate Allocation","Mixed Assets - Balanced",0.53,7.37,1.53,NA,15.18,12.51,7.66,-5.58,9.77,"CTGMI","GBP","Active",0,0,0.75,"6months",NA,"CityFinancialMultiAssetBalancedFundClassIInc"
"2038","Fidelity Multi Asset Income Fund N-Income","GB00BFPC0501","Fidelity",484,"Financial Services","","",1.46,4.64,0.87,NA,8.65,8.35,4.46,4.91,9.82,"NMAI","GBP","Active",0,0,0.5,"1month",NA,"FidelityMultiAssetIncomeFundN-Income"
"2039","Pictet - Health I-dy GBP","LU0448836782","Pictet",414,"Healthcare","Sector Equity Healthcare","Global Equity",0.98,13.76,1.22,4,22.27,24.75,34.49,1.77,9.83,"PTGID","GBP","Active",0,0,0.8,"1year",NA,"Pictet-HealthI-dyGBP"
"2040","Fidelity Multi Asset Balanced Income Fund N-Income","GB00BFPC0725","Fidelity",24,"Financial Services","GBP Moderate Allocation","Mixed Assets - Balanced",1.39,4.79,1.01,NA,NA,NA,4.4,6.53,9.87,"NMABI","GBP","Active",0,0,0.5,"1month",NA,"FidelityMultiAssetBalancedIncomeFundN-Income"
"2041","City Financial Multi Asset Balanced Fund Class I Acc","GB00B84XK441","City Financial",38,"Financial Services","GBP Moderate Allocation","Mixed Assets - Balanced",0.53,7.39,1.53,NA,14.34,12.56,7.67,-5.59,9.88,"CTGMA","GBP","Active",0,0,0.75,"6months",NA,"CityFinancialMultiAssetBalancedFundClassIAcc"
"2042","SLI MyFolio Multi-Manager II Plat 1 Acc","GB00B7FH4R99","Standard Life",357,"Financial Services","","",1.3,4.34,1.27,NA,7.92,5.89,6.46,1.82,9.94,"SLMUB","GBP","Active",0,0,0.65,"1year",1.34,"SLIMyFolioMulti-ManagerIIPlat1Acc"
